N_unmapped	6425743	6425743	6425743
N_multimapping	0	0	0
N_noFeature	796281	802631	1079813
N_ambiguous	6963	3909	34
DDX11L1	0	0	0
WASH7P	0	0	0
MIR6859-3	0	0	0
MIR6859-2	0	0	0
MIR6859-1	0	0	0
MIR6859-4	0	0	0
MIR1302-2	0	0	0
MIR1302-11	0	0	0
MIR1302-9	0	0	0
MIR1302-10	0	0	0
FAM138A	0	0	0
FAM138C	0	0	0
FAM138F	0	0	0
OR4F5	0	0	0
LOC729737	0	0	0
FAM138D	0	0	0
OR4F29	0	0	0
OR4F3	0	0	0
OR4F16	0	0	0
LOC100132287	0	0	0
LOC100132062	0	0	0
LOC101928626	0	0	0
MIR6723	0	0	0
LOC100133331	2	2	0
LOC100288069	0	0	0
FAM87B	0	0	0
LINC00115	1	1	0
LINC01128	5	4	1
FAM41C	0	0	0
LOC100130417	0	0	0
SAMD11	2	2	2
NOC2L	136	138	0
KLHL17	18	18	0
PLEKHN1	2	2	0
PERM1	0	0	0
HES4	10	9	1
ISG15	8	8	0
AGRN	24	23	1
RNF223	0	0	0
C1orf159	1	1	0
LINC01342	11	0	11
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
TTLL10	0	0	0
TNFRSF18	0	0	0
TNFRSF4	0	0	0
SDF4	13	13	0
B3GALT6	3	3	0
FAM132A	0	0	0
UBE2J2	40	40	0
SCNN1D	0	0	0
ACAP3	2	2	0
MIR6726	0	0	0
PUSL1	21	20	1
CPSF3L	63	63	0
MIR6727	0	0	0
CPTP	5	5	0
TAS1R3	0	0	0
DVL1	14	14	0
MIR6808	0	0	0
MXRA8	8	5	3
AURKAIP1	118	118	0
CCNL2	8	8	0
LOC148413	5	5	0
MRPL20	75	75	0
ANKRD65	0	0	0
TMEM88B	0	0	0
LOC102724312	1	0	1
VWA1	8	8	0
ATAD3C	0	0	0
ATAD3B	17	17	0
ATAD3A	40	40	0
TMEM240	0	0	0
SSU72	33	33	0
C1orf233	0	0	0
MIB2	4	3	1
MMP23B	0	0	0
MMP23A	0	0	0
CDK11B	6	6	0
SLC35E2B	4	4	0
CDK11A	3	3	0
SLC35E2	3	0	3
NADK	27	27	0
GNB1	239	239	0
CALML6	0	0	0
TMEM52	1	1	0
CFAP74	0	0	0
GABRD	0	0	0
PRKCZ	10	12	0
FAAP20	18	18	2
SKI	17	17	0
MORN1	4	4	0
LOC100129534	0	0	0
RER1	13	13	0
PEX10	8	8	0
PLCH2	0	0	0
PANK4	19	19	0
HES5	0	0	0
LOC115110	0	0	0
TNFRSF14	0	0	0
LOC100996583	0	0	0
FAM213B	12	12	0
MMEL1	0	0	0
TTC34	0	0	0
ACTRT2	0	0	0
LINC00982	0	0	0
PRDM16	0	0	0
MIR4251	0	0	0
ARHGEF16	2	0	2
MEGF6	0	0	0
MIR551A	0	0	0
TPRG1L	2	2	0
WRAP73	25	25	0
TP73	8	8	0
TP73-AS1	8	8	0
CCDC27	0	0	0
SMIM1	0	0	0
LRRC47	28	28	0
CEP104	5	5	0
DFFB	11	11	0
C1orf174	17	17	0
LINC01134	0	0	0
LINC01346	1	1	0
LOC284661	0	0	0
AJAP1	0	0	0
MIR4417	0	0	0
MIR4689	0	0	0
NPHP4	6	6	0
KCNAB2	2	1	1
CHD5	0	0	0
RPL22	16	16	0
LOC102724450	0	0	0
RNF207	9	2	7
ICMT	14	13	1
LINC00337	0	0	0
HES3	0	0	0
GPR153	0	0	0
ACOT7	220	112	108
HES2	1	1	0
ESPN	1	0	1
MIR4252	0	0	0
TNFRSF25	0	0	0
PLEKHG5	2	1	1
NOL9	35	35	0
TAS1R1	0	0	0
ZBTB48	10	10	0
KLHL21	20	20	0
PHF13	12	12	0
THAP3	11	11	0
DNAJC11	51	51	0
LOC100505887	0	0	0
CAMTA1	6	6	0
VAMP3	20	20	0
PER3	18	16	2
UTS2	0	0	0
TNFRSF9	0	0	0
PARK7	97	97	0
ERRFI1	0	0	0
LOC102724539	1	1	0
SLC45A1	0	0	0
RERE	22	22	0
LOC102724552	0	0	0
ENO1	1249	1250	0
MIR6728	0	0	0
ENO1-AS1	0	0	1
CA6	0	0	0
SLC2A7	0	0	0
SLC2A5	0	0	0
GPR157	0	0	0
MIR34A	0	0	0
H6PD	2	2	0
SPSB1	5	5	0
LOC100506022	0	0	0
SLC25A33	2	2	0
TMEM201	8	8	0
PIK3CD	2	2	0
PIK3CD-AS1	0	0	0
PIK3CD-AS2	2	2	0
CLSTN1	21	20	1
CTNNBIP1	5	5	0
LZIC	8	8	0
NMNAT1	2	2	0
MIR5697	0	0	0
RBP7	0	0	0
UBE4B	41	41	0
KIF1B	75	75	0
MIR1273D	0	0	0
RNU6-1	0	0	0
RNU6-2	0	0	0
RNU6-7	0	0	0
RNU6-9	0	0	0
RNU6-8	0	0	0
PGD	89	89	0
APITD1-CORT	0	0	0
APITD1	0	0	0
CORT	0	0	0
DFFA	37	37	0
PEX14	8	8	0
CASZ1	9	1	8
C1orf127	0	0	0
TARDBP	68	68	0
MASP2	0	0	0
SRM	135	135	0
EXOSC10	72	72	0
MTOR	43	44	0
MTOR-AS1	0	0	1
ANGPTL7	0	0	0
UBIAD1	7	7	0
PTCHD2	0	0	0
LOC101929181	0	0	0
FBXO2	6	7	0
FBXO44	5	5	1
FBXO6	5	5	0
MAD2L2	46	46	0
DRAXIN	0	0	0
AGTRAP	6	5	1
C1orf167	0	0	0
LOC102724659	0	0	0
MTHFR	3	3	0
CLCN6	2	2	0
NPPA-AS1	0	0	0
NPPA	0	0	0
NPPB	0	0	0
RNU5E-1	2704	2704	0
KIAA2013	5	5	0
PLOD1	11	11	0
MFN2	69	69	0
MIIP	13	13	0
MIR6729	0	0	0
TNFRSF8	0	0	0
MIR7846	0	0	0
TNFRSF1B	1	1	0
MIR4632	0	0	0
VPS13D	14	14	0
SNORA59A	0	0	0
SNORA59B	0	0	0
DHRS3	0	0	0
MIR6730	0	0	0
AADACL4	0	0	0
AADACL3	0	0	0
C1orf158	0	0	0
PRAMEF12	0	0	0
PRAMEF1	0	0	0
PRAMEF11	0	0	0
HNRNPCL1	0	0	0
PRAMEF2	0	0	0
PRAMEF4	0	0	0
PRAMEF10	0	0	0
PRAMEF7	0	0	0
PRAMEF6	0	0	0
LOC101929983	0	0	0
HNRNPCL3	0	0	0
HNRNPCL4	0	0	0
PRAMEF25	0	0	0
PRAMEF26	0	0	0
LOC649324	0	0	0
LOC645354	0	0	0
HNRNPCL2	0	0	0
PRAMEF9	0	0	0
LOC400736	0	0	0
LOC391003	0	0	0
PRAMEF22	0	0	0
PRAMEF5	0	0	0
PRAMEF8	0	0	0
LOC645382	0	0	0
PRAMEF15	0	0	0
PRAMEF14	0	0	0
PRAMEF19	0	0	0
PRAMEF16	0	0	0
PRAMEF17	0	0	0
PRAMEF20	0	0	0
LRRC38	0	0	0
PDPN	3	3	0
PRDM2	13	13	0
KAZN	3	3	0
TMEM51-AS1	0	0	0
TMEM51	1	1	0
C1orf195	0	0	0
FHAD1	0	0	0
EFHD2	32	32	0
CTRC	0	0	0
CELA2A	0	0	0
CELA2B	0	0	0
CASP9	4	4	0
DNAJC16	0	0	0
AGMAT	0	0	0
DDI2	20	20	0
RSC1A1	0	0	0
PLEKHM2	19	19	0
SLC25A34	0	0	0
TMEM82	0	0	0
FBLIM1	2	2	0
UQCRHL	0	0	0
FLJ37453	1	0	5
SPEN	50	42	12
MIR5096	0	0	0
ZBTB17	8	8	0
C1orf64	0	0	0
HSPB7	0	0	0
CLCNKA	0	0	0
CLCNKB	0	0	0
FAM131C	2	1	1
EPHA2	5	5	0
ARHGEF19	4	4	0
RSG1	1	1	0
FBXO42	14	14	0
SZRD1	9	9	0
SPATA21	0	0	0
NECAP2	19	19	0
CROCCP3	1	1	0
RNU1-1	0	0	0
RNU1-2	0	0	0
RNU1-3	0	0	0
RNU1-28P	0	0	0
RNVU1-18	0	0	0
RNU1-27P	0	0	0
RNU1-4	0	0	0
FAM231B	0	0	0
MIR3675	0	0	0
NBPF1	3	3	0
CROCCP2	1	1	0
MST1P2	1	1	0
FAM231A	0	0	0
FAM231C	0	0	0
ESPNP	0	0	0
MST1L	0	0	0
CROCC	11	11	0
MFAP2	3	3	0
ATP13A2	5	5	0
SDHB	103	103	0
PADI2	1	1	0
PADI1	0	0	0
PADI3	0	0	0
MIR3972	0	0	0
PADI4	0	0	0
PADI6	0	0	0
RCC2	167	167	0
ARHGEF10L	3	3	0
ACTL8	0	0	0
LOC101927876	0	0	0
IGSF21	0	0	0
KLHDC7A	0	0	0
PAX7	0	0	0
TAS1R2	0	0	0
ALDH4A1	4	4	0
MIR4695	0	0	0
MIR1290	0	0	0
IFFO2	4	4	0
UBR4	66	66	0
EMC1	14	14	0
MRTO4	71	71	0
AKR7L	0	0	0
AKR7A3	0	0	0
LOC100506730	0	0	0
AKR7A2	39	39	0
PQLC2	4	4	0
CAPZB	68	68	0
MINOS1-NBL1	0	0	0
MINOS1	5	5	0
RPS14P3	1	1	0
NBL1	2	2	0
HTR6	0	0	0
TMCO4	1	1	0
RNF186	0	0	0
OTUD3	8	8	0
PLA2G2E	0	0	0
PLA2G2A	0	0	0
PLA2G5	0	0	0
PLA2G2D	0	0	0
PLA2G2F	0	0	0
PLA2G2C	0	0	0
UBXN10-AS1	0	0	0
UBXN10	0	0	0
VWA5B1	0	0	0
LINC01141	0	0	0
CAMK2N1	0	0	0
MUL1	5	5	0
FAM43B	0	0	0
CDA	0	0	0
PINK1	2	5	0
MIR6084	0	0	0
PINK1-AS	0	0	3
DDOST	37	37	0
KIF17	1	1	0
SH2D5	5	5	0
HP1BP3	44	44	0
EIF4G3	42	42	0
MIR1256	0	0	0
ECE1	12	12	0
LOC100506801	0	0	0
NBPF3	0	0	0
ALPL	2	2	0
RAP1GAP	3	3	0
USP48	46	46	0
LDLRAD2	0	0	0
HSPG2	4	4	0
CELA3B	0	0	0
CELA3A	0	0	0
LOC101928043	0	0	0
LINC00339	1	1	0
CDC42	22	22	0
WNT4	0	0	0
MIR4418	0	0	0
ZBTB40	11	11	0
EPHA8	0	0	0
MIR6127	0	0	0
C1QA	0	0	0
C1QC	0	0	0
C1QB	0	0	0
EPHB2	0	0	0
MIR4684	0	0	0
MIR4253	0	0	0
LACTBL1	0	0	0
C1orf234	0	0	0
KDM1A	129	129	0
MIR3115	0	0	0
MIR4419A	0	0	0
LUZP1	12	12	0
HTR1D	0	0	0
LINC01355	0	0	0
HNRNPR	152	152	0
ZNF436	7	10	0
ZNF436-AS1	0	0	3
TCEA3	0	0	0
ASAP3	16	16	0
E2F2	15	17	0
LOC101928163	0	0	2
ID3	73	73	0
MDS2	0	0	0
RPL11	319	319	0
TCEB3	28	28	1
TCEB3-AS1	1	2	0
PITHD1	28	28	0
LYPLA2	17	17	0
GALE	16	16	0
HMGCL	3	3	0
FUCA1	1	1	0
CNR2	0	0	0
MIR378F	0	0	0
PNRC2	11	11	0
SRSF10	39	39	0
MYOM3	0	0	0
IL22RA1	0	0	0
IFNLR1	0	0	0
LOC284632	0	0	0
GRHL3	0	0	0
STPG1	2	2	0
NIPAL3	2	2	0
RCAN3AS	0	0	0
RCAN3	5	5	0
LOC100506985	0	0	0
NCMAP	0	0	0
SRRM1	99	99	0
CLIC4	36	36	0
RUNX3	7	7	0
MIR6731	0	0	0
MIR4425	0	0	0
SYF2	12	12	0
RSRP1	2	2	0
RHD	0	0	0
TMEM50A	9	9	0
RHCE	0	0	0
TMEM57	4	4	0
LDLRAP1	9	9	0
MAN1C1	2	2	0
SEPN1	7	7	0
MTFR1L	5	5	0
LOC646471	0	0	0
AUNIP	12	12	0
PAQR7	2	2	0
STMN1	90	90	0
MIR3917	0	0	0
PAFAH2	4	4	0
EXTL1	0	0	0
SLC30A2	0	0	0
TRIM63	0	0	0
PDIK1L	5	4	1
FAM110D	0	0	0
ZNF593	35	35	0
CNKSR1	0	0	0
CATSPER4	0	0	0
LOC101928303	0	0	0
CEP85	23	23	0
SH3BGRL3	14	14	0
UBXN11	4	4	0
CD52	0	0	0
AIM1L	2	2	0
ZNF683	0	0	0
LIN28A	0	0	0
DHDDS	9	9	0
LOC101928324	0	0	0
HMGN2	46	46	0
RPS6KA1	14	14	0
MIR1976	0	0	0
ARID1A	126	86	40
PIGV	0	0	0
ZDHHC18	5	5	0
SFN	1	1	0
GPN2	12	12	0
GPATCH3	8	7	1
NR0B2	0	0	0
NUDC	120	120	0
KDF1	0	0	0
TRNP1	2	2	0
FAM46B	0	0	0
SLC9A1	1	1	0
WDTC1	2	2	0
TMEM222	12	12	0
ACTG1P20	1	1	0
RNU6-48P	0	0	0
SYTL1	0	0	0
MAP3K6	4	4	0
FCN3	0	0	0
CD164L2	0	0	0
GPR3	0	0	0
WASF2	13	13	0
AHDC1	8	8	0
FGR	0	0	0
IFI6	2	2	0
FAM76A	10	10	0
STX12	5	5	0
PPP1R8	32	32	0
SCARNA1	1	1	0
THEMIS2	2	2	0
RPA2	35	35	0
SMPDL3B	2	2	0
XKR8	0	0	0
EYA3	8	8	0
PTAFR	0	0	0
DNAJC8	19	19	0
ATPIF1	47	47	0
SESN2	45	45	0
MED18	10	10	0
PHACTR4	9	9	0
SNHG3	8	8	0
RCC1	145	144	1
SNORA73A	20	20	0
SNORA73B	39	39	0
TRNAU1AP	12	12	0
SNHG12	9	9	0
SNORD99	4	4	0
SNORA61	0	0	0
SNORA44	5	5	0
SNORA16A	0	0	0
RAB42	2	2	0
TAF12	10	10	0
RNU11	218	217	1
GMEB1	8	8	0
YTHDF2	42	42	0
OPRD1	0	0	0
EPB41	57	57	0
TMEM200B	0	0	0
SRSF4	49	49	0
MECR	11	11	0
PTPRU	11	11	0
LOC101928460	0	0	0
LOC101929406	0	0	0
MATN1	0	0	0
MATN1-AS1	0	0	0
LAPTM5	0	0	0
