N_unmapped	6322582	6322582	6322582
N_multimapping	0	0	0
N_noFeature	408954	420321	922337
N_ambiguous	13358	6895	81
DDX11L1	0	0	0
WASH7P	0	0	0
MIR6859-3	0	0	0
MIR6859-2	0	0	0
MIR6859-1	0	0	0
MIR6859-4	0	0	0
MIR1302-2	0	0	0
MIR1302-11	0	0	0
MIR1302-9	0	0	0
MIR1302-10	0	0	0
FAM138A	0	0	0
FAM138C	0	0	0
FAM138F	0	0	0
OR4F5	0	0	0
LOC729737	0	0	0
FAM138D	0	0	0
OR4F29	0	0	0
OR4F3	0	0	0
OR4F16	0	0	0
LOC100132287	0	0	0
LOC100132062	0	0	0
LOC101928626	0	0	0
MIR6723	0	0	0
LOC100133331	0	0	0
LOC100288069	2	2	0
FAM87B	0	0	0
LINC00115	0	0	0
LINC01128	1	1	0
FAM41C	0	0	0
LOC100130417	0	0	0
SAMD11	5	5	0
NOC2L	353	353	0
KLHL17	24	24	0
PLEKHN1	1	1	0
PERM1	0	0	0
HES4	49	49	0
ISG15	17	17	0
AGRN	17	17	0
RNF223	0	0	0
C1orf159	1	1	0
LINC01342	14	0	14
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
TTLL10	2	2	0
TNFRSF18	0	0	0
TNFRSF4	0	0	0
SDF4	25	25	0
B3GALT6	11	11	0
FAM132A	0	0	0
UBE2J2	61	61	0
SCNN1D	0	0	0
ACAP3	16	16	0
MIR6726	0	0	0
PUSL1	32	32	0
CPSF3L	137	137	0
MIR6727	0	0	0
CPTP	9	9	0
TAS1R3	0	0	0
DVL1	29	29	0
MIR6808	0	0	0
MXRA8	2	2	0
AURKAIP1	236	235	1
CCNL2	19	18	1
LOC148413	5	5	0
MRPL20	123	123	0
ANKRD65	0	0	0
TMEM88B	1	1	0
LOC102724312	0	0	0
VWA1	16	16	0
ATAD3C	0	0	0
ATAD3B	70	70	0
ATAD3A	68	68	0
TMEM240	0	0	0
SSU72	140	140	0
C1orf233	1	1	0
MIB2	10	10	0
MMP23B	0	0	0
MMP23A	0	0	0
CDK11B	24	24	0
SLC35E2B	0	0	0
CDK11A	8	8	0
SLC35E2	2	1	1
NADK	55	55	0
GNB1	443	443	0
CALML6	0	0	0
TMEM52	4	4	0
CFAP74	0	0	0
GABRD	0	0	0
PRKCZ	21	22	2
FAAP20	35	37	1
SKI	29	29	0
MORN1	11	11	0
LOC100129534	0	0	0
RER1	14	14	0
PEX10	24	24	0
PLCH2	0	0	0
PANK4	31	31	0
HES5	0	0	0
LOC115110	0	0	0
TNFRSF14	0	0	0
LOC100996583	0	0	0
FAM213B	32	32	1
MMEL1	0	1	0
TTC34	0	0	0
ACTRT2	0	0	0
LINC00982	0	0	0
PRDM16	4	4	0
MIR4251	0	0	0
ARHGEF16	9	8	1
MEGF6	0	0	0
MIR551A	0	0	0
TPRG1L	8	8	0
WRAP73	51	51	0
TP73	27	27	0
TP73-AS1	3	3	0
CCDC27	0	0	0
SMIM1	1	1	0
LRRC47	94	94	0
CEP104	12	12	0
DFFB	9	9	0
C1orf174	39	39	0
LINC01134	0	0	0
LINC01346	0	0	0
LOC284661	0	0	0
AJAP1	0	0	0
MIR4417	0	0	0
MIR4689	0	0	0
NPHP4	8	9	0
KCNAB2	3	2	2
CHD5	0	0	0
RPL22	76	76	0
LOC102724450	1	1	0
RNF207	17	3	14
ICMT	24	24	0
LINC00337	0	0	0
HES3	0	0	0
GPR153	2	1	1
ACOT7	168	157	11
HES2	4	4	0
ESPN	6	4	2
MIR4252	0	0	0
TNFRSF25	0	0	0
PLEKHG5	3	3	0
NOL9	79	79	0
TAS1R1	0	0	0
ZBTB48	11	11	0
KLHL21	41	41	0
PHF13	19	18	1
THAP3	10	10	0
DNAJC11	80	80	0
LOC100505887	0	0	0
CAMTA1	10	10	0
VAMP3	20	20	0
PER3	19	19	0
UTS2	0	0	0
TNFRSF9	0	0	0
PARK7	185	185	0
ERRFI1	0	0	0
LOC102724539	0	0	0
SLC45A1	0	0	0
RERE	52	52	0
LOC102724552	0	0	0
ENO1	2480	2481	1
MIR6728	0	0	0
ENO1-AS1	0	0	2
CA6	0	0	0
SLC2A7	0	0	0
SLC2A5	0	0	0
GPR157	3	3	0
MIR34A	0	0	0
H6PD	1	1	0
SPSB1	12	12	0
LOC100506022	0	0	0
SLC25A33	5	5	0
TMEM201	12	12	0
PIK3CD	3	3	0
PIK3CD-AS1	0	0	0
PIK3CD-AS2	5	5	0
CLSTN1	21	21	0
CTNNBIP1	14	14	0
LZIC	8	8	0
NMNAT1	8	7	1
MIR5697	0	0	0
RBP7	1	0	1
UBE4B	75	75	0
KIF1B	82	82	0
MIR1273D	0	0	0
RNU6-1	0	0	0
RNU6-2	0	0	0
RNU6-7	0	0	0
RNU6-9	0	0	0
RNU6-8	0	0	0
PGD	230	230	0
APITD1-CORT	0	0	0
APITD1	0	0	0
CORT	0	0	0
DFFA	65	65	0
PEX14	21	21	0
CASZ1	8	5	3
C1orf127	0	0	0
TARDBP	110	110	0
MASP2	0	0	0
SRM	290	290	0
EXOSC10	92	92	0
MTOR	83	83	0
MTOR-AS1	0	0	0
ANGPTL7	0	0	0
UBIAD1	6	6	0
PTCHD2	1	0	1
LOC101929181	0	0	0
FBXO2	9	9	0
FBXO44	11	11	0
FBXO6	15	15	0
MAD2L2	85	84	1
DRAXIN	2	2	0
AGTRAP	7	7	0
C1orf167	0	0	0
LOC102724659	0	0	0
MTHFR	8	8	0
CLCN6	1	1	0
NPPA-AS1	0	0	0
NPPA	0	0	0
NPPB	0	0	0
RNU5E-1	573	573	0
KIAA2013	9	9	0
PLOD1	11	11	0
MFN2	102	101	1
MIIP	28	28	0
MIR6729	0	0	0
TNFRSF8	0	0	0
MIR7846	0	0	0
TNFRSF1B	0	0	0
MIR4632	0	0	0
VPS13D	25	25	0
SNORA59A	0	0	0
SNORA59B	0	0	0
DHRS3	3	3	0
MIR6730	0	0	0
AADACL4	0	0	0
AADACL3	0	0	0
C1orf158	0	0	0
PRAMEF12	0	0	0
PRAMEF1	0	0	0
PRAMEF11	0	0	0
HNRNPCL1	0	0	0
PRAMEF2	0	0	0
PRAMEF4	0	0	0
PRAMEF10	0	0	0
PRAMEF7	0	0	0
PRAMEF6	0	0	0
LOC101929983	0	0	0
HNRNPCL3	0	0	0
HNRNPCL4	0	0	0
PRAMEF25	0	0	0
PRAMEF26	0	0	0
LOC649324	0	0	0
LOC645354	0	0	0
HNRNPCL2	0	0	0
PRAMEF9	0	0	0
LOC400736	0	0	0
LOC391003	0	0	0
PRAMEF22	0	0	0
PRAMEF5	0	0	0
PRAMEF8	0	0	0
LOC645382	0	0	0
PRAMEF15	0	0	0
PRAMEF14	0	0	0
PRAMEF19	0	0	0
PRAMEF16	0	0	0
PRAMEF17	0	0	0
PRAMEF20	0	0	0
LRRC38	0	0	0
PDPN	19	19	0
PRDM2	17	17	0
KAZN	17	17	0
TMEM51-AS1	1	1	0
TMEM51	0	0	0
C1orf195	0	0	0
FHAD1	0	0	0
EFHD2	69	69	0
CTRC	0	0	0
CELA2A	0	0	0
CELA2B	0	0	0
CASP9	10	10	0
DNAJC16	0	0	0
AGMAT	0	0	0
DDI2	44	44	0
RSC1A1	0	0	0
PLEKHM2	61	61	0
SLC25A34	0	0	0
TMEM82	0	0	0
FBLIM1	22	22	0
UQCRHL	0	0	0
FLJ37453	13	0	13
SPEN	61	55	6
MIR5096	0	0	0
ZBTB17	14	14	0
C1orf64	0	0	0
HSPB7	0	0	0
CLCNKA	0	0	0
CLCNKB	1	1	0
FAM131C	2	2	0
EPHA2	10	10	0
ARHGEF19	6	6	0
RSG1	9	9	0
FBXO42	18	18	0
SZRD1	23	23	0
SPATA21	0	0	0
NECAP2	34	34	0
CROCCP3	0	0	0
RNU1-1	0	0	0
RNU1-2	0	0	0
RNU1-3	0	0	0
RNU1-28P	0	0	0
RNVU1-18	0	0	0
RNU1-27P	0	0	0
RNU1-4	0	0	0
FAM231B	0	0	0
MIR3675	0	0	0
NBPF1	8	8	0
CROCCP2	1	1	0
MST1P2	0	0	0
FAM231A	0	0	0
FAM231C	0	0	0
ESPNP	0	0	0
MST1L	0	0	0
CROCC	10	10	0
MFAP2	3	3	0
ATP13A2	9	9	0
SDHB	177	177	0
PADI2	0	0	0
PADI1	0	0	0
PADI3	0	0	0
MIR3972	0	0	0
PADI4	0	0	0
PADI6	0	0	0
RCC2	380	380	0
ARHGEF10L	2	2	0
ACTL8	88	88	0
LOC101927876	0	0	0
IGSF21	0	0	0
KLHDC7A	0	0	0
PAX7	0	0	0
TAS1R2	0	0	0
