N_unmapped	7354810	7354810	7354810
N_multimapping	0	0	0
N_noFeature	662436	672060	1107118
N_ambiguous	11663	6621	62
DDX11L1	0	0	0
WASH7P	0	0	0
MIR6859-3	0	0	0
MIR6859-2	0	0	0
MIR6859-1	0	0	0
MIR6859-4	0	0	0
MIR1302-2	0	0	0
MIR1302-11	0	0	0
MIR1302-9	0	0	0
MIR1302-10	0	0	0
FAM138A	0	0	0
FAM138C	0	0	0
FAM138F	0	0	0
OR4F5	0	0	0
LOC729737	0	0	0
FAM138D	0	0	0
OR4F29	0	0	0
OR4F3	0	0	0
OR4F16	0	0	0
LOC100132287	0	0	0
LOC100132062	0	0	0
LOC101928626	0	0	0
MIR6723	0	0	0
LOC100133331	0	0	0
LOC100288069	0	0	0
FAM87B	0	0	0
LINC00115	0	0	0
LINC01128	0	0	0
FAM41C	0	0	0
LOC100130417	0	0	0
SAMD11	5	5	0
NOC2L	285	285	0
KLHL17	19	18	1
PLEKHN1	0	0	0
PERM1	1	1	0
HES4	21	21	0
ISG15	10	10	0
AGRN	9	9	0
RNF223	0	0	0
C1orf159	3	3	0
LINC01342	48	0	48
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
TTLL10	0	0	0
TNFRSF18	0	0	0
TNFRSF4	0	0	0
SDF4	21	21	0
B3GALT6	6	6	0
FAM132A	0	0	0
UBE2J2	55	55	0
SCNN1D	0	0	0
ACAP3	20	20	0
MIR6726	0	0	0
PUSL1	30	30	0
CPSF3L	109	109	0
MIR6727	0	0	0
CPTP	4	4	0
TAS1R3	0	0	0
DVL1	29	29	0
MIR6808	0	0	0
MXRA8	10	10	0
AURKAIP1	201	201	0
CCNL2	24	24	0
LOC148413	8	8	0
MRPL20	129	129	0
ANKRD65	0	0	0
TMEM88B	1	0	1
LOC102724312	0	0	0
VWA1	10	10	0
ATAD3C	0	0	0
ATAD3B	40	40	0
ATAD3A	56	56	0
TMEM240	0	0	0
SSU72	60	60	0
C1orf233	0	0	0
MIB2	3	3	0
MMP23B	0	0	0
MMP23A	0	0	0
CDK11B	7	7	0
SLC35E2B	2	2	0
CDK11A	3	3	0
SLC35E2	0	0	0
NADK	37	37	0
GNB1	360	360	0
CALML6	0	0	0
TMEM52	5	5	0
CFAP74	0	0	0
GABRD	0	0	0
PRKCZ	8	8	0
FAAP20	44	44	0
SKI	25	25	0
MORN1	9	9	0
LOC100129534	0	0	0
RER1	10	10	0
PEX10	21	21	0
PLCH2	0	0	0
PANK4	27	27	0
HES5	0	0	0
LOC115110	0	0	0
TNFRSF14	0	0	0
LOC100996583	0	0	0
FAM213B	24	25	1
MMEL1	0	1	1
TTC34	0	0	0
ACTRT2	0	0	0
LINC00982	0	0	0
PRDM16	0	0	0
MIR4251	0	0	0
ARHGEF16	3	1	2
MEGF6	3	2	1
MIR551A	0	0	0
TPRG1L	6	6	0
WRAP73	49	49	0
TP73	12	12	0
TP73-AS1	8	8	0
CCDC27	0	0	0
SMIM1	1	1	0
LRRC47	52	52	0
CEP104	13	13	0
DFFB	13	13	0
C1orf174	43	43	0
LINC01134	0	0	0
LINC01346	0	0	0
LOC284661	0	0	0
AJAP1	0	0	0
MIR4417	0	0	0
MIR4689	0	0	0
NPHP4	2	4	0
KCNAB2	1	1	2
CHD5	0	0	0
RPL22	35	35	0
LOC102724450	3	3	0
RNF207	20	13	7
ICMT	12	12	0
LINC00337	0	0	0
HES3	0	0	0
GPR153	1	1	0
ACOT7	275	210	65
HES2	1	0	1
ESPN	3	3	0
MIR4252	0	0	0
TNFRSF25	1	1	0
PLEKHG5	5	4	1
NOL9	60	60	0
TAS1R1	0	0	0
ZBTB48	8	7	1
KLHL21	34	34	0
PHF13	19	17	2
THAP3	5	5	1
DNAJC11	57	58	0
LOC100505887	0	0	0
CAMTA1	14	14	0
VAMP3	28	28	0
PER3	20	19	1
UTS2	0	0	0
TNFRSF9	0	0	0
PARK7	161	161	0
ERRFI1	1	1	0
LOC102724539	0	0	0
SLC45A1	0	0	0
RERE	36	36	0
LOC102724552	0	0	0
ENO1	1912	1912	1
MIR6728	0	0	0
ENO1-AS1	0	0	1
CA6	0	0	0
SLC2A7	0	0	0
SLC2A5	0	0	0
GPR157	1	1	0
MIR34A	0	0	0
H6PD	1	1	0
SPSB1	7	7	0
LOC100506022	0	0	0
SLC25A33	14	14	0
TMEM201	9	9	0
PIK3CD	5	5	0
PIK3CD-AS1	0	0	0
PIK3CD-AS2	4	4	0
CLSTN1	6	6	0
CTNNBIP1	4	4	0
LZIC	9	9	0
NMNAT1	3	3	0
MIR5697	0	0	0
RBP7	0	0	0
UBE4B	41	41	0
KIF1B	57	57	0
MIR1273D	0	0	0
RNU6-1	0	0	0
RNU6-2	0	0	0
RNU6-7	0	0	0
RNU6-9	0	0	0
RNU6-8	0	0	0
PGD	169	169	0
APITD1-CORT	0	0	0
APITD1	0	0	0
CORT	0	0	0
DFFA	51	51	0
PEX14	21	21	0
CASZ1	14	9	5
C1orf127	0	0	0
TARDBP	90	90	0
MASP2	0	0	0
SRM	304	304	0
EXOSC10	87	86	1
MTOR	56	56	0
MTOR-AS1	0	0	0
ANGPTL7	0	0	0
UBIAD1	9	9	0
PTCHD2	0	0	0
LOC101929181	0	0	0
FBXO2	9	9	0
FBXO44	20	20	0
FBXO6	13	13	0
MAD2L2	68	68	0
DRAXIN	0	0	0
AGTRAP	3	3	0
C1orf167	0	0	0
LOC102724659	0	0	0
MTHFR	7	7	0
CLCN6	5	5	0
NPPA-AS1	0	0	0
NPPA	0	0	0
NPPB	0	0	0
RNU5E-1	1430	1430	0
KIAA2013	2	2	0
PLOD1	5	5	0
MFN2	80	80	0
MIIP	25	25	0
MIR6729	0	0	0
TNFRSF8	0	0	0
MIR7846	0	0	0
TNFRSF1B	0	0	0
MIR4632	0	0	0
VPS13D	16	16	0
SNORA59A	0	0	0
SNORA59B	0	0	0
DHRS3	1	1	0
